MAG_ID	Family	Clade	Clade_abbreviation	habitat	num_contigs	sum_len_contigs	min_len_contigs	avg_len_contigs	max_len_contigs	N50_contig_length	num_proteins	sum_protein_length	min_protein_len	avg_protein_len	max_protein_len	mag_id_original	mag_id_short	fasta_file	fasta_path
ERX556022.14.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	228716	10211	19059.7	38394	20634	221	71403	27	323.1	2139	ERX556022.14.dc.fa	ERX556022.14	ERX556022.14.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556022.14.fa.dc.faa
ERX556022.4.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	456655	10206	38054.6	78280	50894	494	139023	35	281.4	3182	ERX556022.4.dc.fa	ERX556022.4	ERX556022.4.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556022.4.fa.dc.faa
ERX556028.57.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	392269	10530	26151.3	74045	35482	424	121813	34	287.3	3509	ERX556028.57.dc.fa	ERX556028.57	ERX556028.57.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556028.57.fa.dc.faa
ERX556028.70.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	320408	11650	26700.7	52363	30046	318	100833	30	317.1	2490	ERX556028.70.dc.fa	ERX556028.70	ERX556028.70.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556028.70.fa.dc.faa
ERX556031.10.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	125875	10055	12587.5	17823	11880	118	40006	50	339.0	1950	ERX556031.10.dc.fa	ERX556031.10	ERX556031.10.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556031.10.fa.dc.faa
ERX556031.42.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	581022	10025	44694.0	134733	67948	576	183020	34	317.7	2661	ERX556031.42.dc.fa	ERX556031.42	ERX556031.42.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556031.42.fa.dc.faa
ERX556032.62.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	210930	10137	16225.4	22429	17448	207	65614	44	317.0	1325	ERX556032.62.dc.fa	ERX556032.62	ERX556032.62.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556032.62.fa.dc.faa
ERX556037.19.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	20	390760	10192	19538.0	58071	19144	421	121335	34	288.2	1949	ERX556037.19.dc.fa	ERX556037.19	ERX556037.19.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556037.19.fa.dc.faa
ERX556037.23.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	173270	11475	15751.8	26643	14228	194	53001	32	273.2	1897	ERX556037.23.dc.fa	ERX556037.23	ERX556037.23.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556037.23.fa.dc.faa
ERX556037.25.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	25	519965	10356	20798.6	40695	21799	519	161393	27	311.0	6608	ERX556037.25.dc.fa	ERX556037.25	ERX556037.25.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556037.25.fa.dc.faa
ERX556045.12.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	421455	10034	23414.2	49136	25789	381	132163	25	346.9	5100	ERX556045.12.dc.fa	ERX556045.12	ERX556045.12.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556045.12.fa.dc.faa
ERX556049.12.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	503312	16509	45755.6	73977	54880	503	157264	38	312.7	2979	ERX556049.12.dc.fa	ERX556049.12	ERX556049.12.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556049.12.fa.dc.faa
ERX556054.14.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	303921	10504	17877.7	61759	16831	286	94003	21	328.7	2217	ERX556054.14.dc.fa	ERX556054.14	ERX556054.14.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556054.14.fa.dc.faa
ERX556054.25.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	5	424322	17306	84864.4	134219	127250	437	134257	35	307.2	3963	ERX556054.25.dc.fa	ERX556054.25	ERX556054.25.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556054.25.fa.dc.faa
ERX556058.18.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	184343	10027	13167.4	22195	13312	192	56617	34	294.9	1968	ERX556058.18.dc.fa	ERX556058.18	ERX556058.18.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556058.18.fa.dc.faa
ERX556068.30.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	286692	11834	19112.8	29149	21974	333	88808	33	266.7	1978	ERX556068.30.dc.fa	ERX556068.30	ERX556068.30.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556068.30.fa.dc.faa
ERX556088.18.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	366812	12949	26200.9	48077	30182	422	115154	43	272.9	2328	ERX556088.18.dc.fa	ERX556088.18	ERX556088.18.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556088.18.fa.dc.faa
ERX556088.21.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	423756	10502	32596.6	69451	52295	495	130398	30	263.4	1975	ERX556088.21.dc.fa	ERX556088.21	ERX556088.21.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556088.21.fa.dc.faa
ERX556101.13.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	253176	10176	18084.0	29672	18493	293	80215	32	273.8	1757	ERX556101.13.dc.fa	ERX556101.13	ERX556101.13.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556101.13.fa.dc.faa
ERX556106.20.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	5	416938	41678	83387.6	191652	82952	393	126757	31	322.5	2198	ERX556106.20.dc.fa	ERX556106.20	ERX556106.20.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556106.20.fa.dc.faa
ERX556127.29.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	354960	14536	35496.0	65600	41210	399	110693	37	277.4	1946	ERX556127.29.dc.fa	ERX556127.29	ERX556127.29.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556127.29.fa.dc.faa
ERX633355.15.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	8	147444	11829	18430.5	31574	19479	131	43716	31	333.7	1766	ERX633355.15.dc.fa	ERX633355.15	ERX633355.15.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633355.15.fa.dc.faa
ERX633356.44.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	294378	10398	19625.2	38990	20977	252	87035	31	345.4	2792	ERX633356.44.dc.fa	ERX633356.44	ERX633356.44.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633356.44.fa.dc.faa
ERX943721.3.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	231746	10020	14484.1	25989	14144	246	70660	41	287.2	2030	ERX943721.3.dc.fa	ERX943721.3	ERX943721.3.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX943721.3.fa.dc.faa
SRX327520.18.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	hydrocarbon metagenome	5	430494	21744	86098.8	189087	129290	392	132866	25	338.9	2101	SRX327520.18.dc.fa	SRX327520.18	SRX327520.18.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX327520.18.fa.dc.faa
SRX327520.258.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	hydrocarbon metagenome	19	428036	10478	22528.2	43208	25867	540	139830	34	258.9	2384	SRX327520.258.dc.fa	SRX327520.258	SRX327520.258.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX327520.258.fa.dc.faa
SRX327520.410.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	hydrocarbon metagenome	11	458101	10532	41645.5	80065	58253	513	138008	32	269.0	2013	SRX327520.410.dc.fa	SRX327520.410	SRX327520.410.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX327520.410.fa.dc.faa
SRX331703.16.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	12	454646	11261	37887.2	76879	61515	454	139253	34	306.7	2047	SRX331703.16.dc.fa	SRX331703.16	SRX331703.16.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331703.16.fa.dc.faa
SRX331703.17.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	27	612972	11093	22702.7	52685	28519	636	183893	22	289.1	2359	SRX331703.17.dc.fa	SRX331703.17	SRX331703.17.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331703.17.fa.dc.faa
SRX331703.27.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	18	482743	10118	26819.1	48975	34853	481	144821	23	301.1	2236	SRX331703.27.dc.fa	SRX331703.27	SRX331703.27.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331703.27.fa.dc.faa
SRX331703.34.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	10	220274	10043	22027.4	44714	25038	234	67626	33	289.0	1507	SRX331703.34.dc.fa	SRX331703.34	SRX331703.34.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331703.34.fa.dc.faa
SRX331703.39.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	14	411700	10251	29407.1	81559	65788	385	127809	37	332.0	2318	SRX331703.39.dc.fa	SRX331703.39	SRX331703.39.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331703.39.fa.dc.faa
SRX331703.43.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	22	380290	10025	17285.9	31186	19282	383	117150	36	305.9	2382	SRX331703.43.dc.fa	SRX331703.43	SRX331703.43.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331703.43.fa.dc.faa
SRX331703.48.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	24	384306	10039	16012.8	29217	15246	375	107795	30	287.5	2464	SRX331703.48.dc.fa	SRX331703.48	SRX331703.48.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331703.48.fa.dc.faa
SRX331950.13.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	11	244162	10856	22196.5	54325	23755	239	76347	35	319.4	3618	SRX331950.13.dc.fa	SRX331950.13	SRX331950.13.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331950.13.fa.dc.faa
SRX331950.15.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	24	419718	10087	17488.3	26681	19854	414	116301	30	280.9	2459	SRX331950.15.dc.fa	SRX331950.15	SRX331950.15.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331950.15.fa.dc.faa
SRX331950.31.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	14	449116	14772	32079.7	71840	45150	426	136394	27	320.2	2236	SRX331950.31.dc.fa	SRX331950.31	SRX331950.31.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331950.31.fa.dc.faa
SRX331950.43.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	13	435155	12346	33473.5	59972	50990	420	132563	32	315.6	2359	SRX331950.43.dc.fa	SRX331950.43	SRX331950.43.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331950.43.fa.dc.faa
SRX331950.6.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	7	239902	17126	34271.7	55337	35613	249	73466	26	295.0	1758	SRX331950.6.dc.fa	SRX331950.6	SRX331950.6.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331950.6.fa.dc.faa
SRX331965.24.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	15	263054	10269	17536.9	43294	15966	283	80664	23	285.0	2230	SRX331965.24.dc.fa	SRX331965.24	SRX331965.24.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331965.24.fa.dc.faa
SRX474032.22.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	15	469052	13351	31270.1	71394	53676	459	142976	33	311.5	2017	SRX474032.22.dc.fa	SRX474032.22	SRX474032.22.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX474032.22.fa.dc.faa
SRX474032.80.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	18	323988	10268	17999.3	38089	17005	318	100233	34	315.2	1988	SRX474032.80.dc.fa	SRX474032.80	SRX474032.80.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX474032.80.fa.dc.faa
SRX802073.110.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	347157	11074	20421.0	36824	21348	392	112079	27	285.9	1536	SRX802073.110.dc.fa	SRX802073.110	SRX802073.110.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.110.fa.dc.faa
SRX802073.139.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	8	370018	10841	46252.3	89502	63898	370	114961	25	310.7	2036	SRX802073.139.dc.fa	SRX802073.139	SRX802073.139.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.139.fa.dc.faa
SRX802073.18.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	333921	12622	25686.2	49347	29160	345	102869	32	298.2	1772	SRX802073.18.dc.fa	SRX802073.18	SRX802073.18.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.18.fa.dc.faa
SRX802073.23.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	320754	10147	35639.3	54571	48923	324	101625	37	313.7	1997	SRX802073.23.dc.fa	SRX802073.23	SRX802073.23.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.23.fa.dc.faa
SRX802073.50.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	294738	11465	24561.5	48143	30128	326	91290	31	280.0	1505	SRX802073.50.dc.fa	SRX802073.50	SRX802073.50.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.50.fa.dc.faa
SRX802073.53.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	8	311126	21582	38890.8	79324	39092	309	94094	22	304.5	2333	SRX802073.53.dc.fa	SRX802073.53	SRX802073.53.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.53.fa.dc.faa
SRX802073.61.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	400040	11025	40004.0	118053	47946	405	125426	32	309.7	2074	SRX802073.61.dc.fa	SRX802073.61	SRX802073.61.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.61.fa.dc.faa
SRX802073.68.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	20	293361	10182	14668.1	24515	16454	299	92343	27	308.8	1987	SRX802073.68.dc.fa	SRX802073.68	SRX802073.68.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.68.fa.dc.faa
SRX802073.70.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	290054	10230	20718.1	61986	23383	330	88531	27	268.3	1857	SRX802073.70.dc.fa	SRX802073.70	SRX802073.70.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.70.fa.dc.faa
SRX802073.74.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	275653	11291	22971.1	51901	23240	264	85472	40	323.8	1960	SRX802073.74.dc.fa	SRX802073.74	SRX802073.74.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.74.fa.dc.faa
SRX802073.99.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	47	818697	10787	17419.1	46167	17652	894	253253	24	283.3	1907	SRX802073.99.dc.fa	SRX802073.99	SRX802073.99.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.99.fa.dc.faa
SRX802074.42.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	213949	10598	17829.1	49664	16810	245	67162	26	274.1	1472	SRX802074.42.dc.fa	SRX802074.42	SRX802074.42.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802074.42.fa.dc.faa
SRX802075.4.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	248605	10106	19123.5	32208	20702	269	78283	24	291.0	2042	SRX802075.4.dc.fa	SRX802075.4	SRX802075.4.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802075.4.fa.dc.faa
SRX802076.68.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	7	340006	23878	48572.3	77262	62774	365	104671	37	286.8	1952	SRX802076.68.dc.fa	SRX802076.68	SRX802076.68.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802076.68.fa.dc.faa
SRX802077.111.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	358194	10069	35819.4	77367	71265	344	109581	39	318.5	3813	SRX802077.111.dc.fa	SRX802077.111	SRX802077.111.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.111.fa.dc.faa
SRX802077.118.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	438167	11457	33705.2	88483	60586	472	137723	32	291.8	2080	SRX802077.118.dc.fa	SRX802077.118	SRX802077.118.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.118.fa.dc.faa
SRX802077.122.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	376413	10849	25094.2	65663	29814	364	112679	48	309.6	2269	SRX802077.122.dc.fa	SRX802077.122	SRX802077.122.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.122.fa.dc.faa
SRX802077.162.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	405741	15078	25358.8	46072	26955	421	125229	24	297.5	2020	SRX802077.162.dc.fa	SRX802077.162	SRX802077.162.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.162.fa.dc.faa
SRX802077.20.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	359385	11621	21140.3	49605	19462	391	109426	27	279.9	2209	SRX802077.20.dc.fa	SRX802077.20	SRX802077.20.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.20.fa.dc.faa
SRX802077.72.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	153647	10063	13967.9	22380	13330	185	48598	21	262.7	1501	SRX802077.72.dc.fa	SRX802077.72	SRX802077.72.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.72.fa.dc.faa
SRX802077.84.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	192220	10435	16018.3	26325	18012	212	57175	22	269.7	2011	SRX802077.84.dc.fa	SRX802077.84	SRX802077.84.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.84.fa.dc.faa
SRX802077.94.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	6	415665	25791	69277.5	173568	73195	414	126398	20	305.3	2155	SRX802077.94.dc.fa	SRX802077.94	SRX802077.94.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.94.fa.dc.faa
SRX802143.113.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	221572	10244	17044.0	40525	15436	252	68511	22	271.9	1472	SRX802143.113.dc.fa	SRX802143.113	SRX802143.113.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802143.113.fa.dc.faa
SRX802143.26.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	250109	10464	22737.2	36358	28231	269	76920	23	285.9	2062	SRX802143.26.dc.fa	SRX802143.26	SRX802143.26.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802143.26.fa.dc.faa
SRX802143.48.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	329803	10867	21986.9	54509	26723	351	103048	33	293.6	1942	SRX802143.48.dc.fa	SRX802143.48	SRX802143.48.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802143.48.fa.dc.faa
SRX802143.8.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	20	365408	10197	18270.4	35841	22285	379	113353	34	299.1	1906	SRX802143.8.dc.fa	SRX802143.8	SRX802143.8.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802143.8.fa.dc.faa
SRX802143.81.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	147512	10081	14751.2	34664	13282	163	46981	29	288.2	1501	SRX802143.81.dc.fa	SRX802143.81	SRX802143.81.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802143.81.fa.dc.faa
SRX802189.102.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	425042	10299	32695.5	80392	36493	451	131800	24	292.2	1942	SRX802189.102.dc.fa	SRX802189.102	SRX802189.102.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802189.102.fa.dc.faa
SRX802189.15.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	25	436214	10010	17448.6	52368	17097	471	140694	21	298.7	2042	SRX802189.15.dc.fa	SRX802189.15	SRX802189.15.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802189.15.fa.dc.faa
SRX802189.37.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	329088	10869	25314.5	71419	25855	350	101051	31	288.7	1979	SRX802189.37.dc.fa	SRX802189.37	SRX802189.37.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802189.37.fa.dc.faa
SRX802202.1.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	6	276113	13568	46018.8	105028	60211	276	83584	29	302.8	1923	SRX802202.1.dc.fa	SRX802202.1	SRX802202.1.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.1.fa.dc.faa
SRX802202.132.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	302539	11117	27503.5	55747	33989	297	94545	30	318.3	1949	SRX802202.132.dc.fa	SRX802202.132	SRX802202.132.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.132.fa.dc.faa
SRX802202.149.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	471520	16246	42865.5	117500	48193	502	145325	33	289.5	1505	SRX802202.149.dc.fa	SRX802202.149	SRX802202.149.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.149.fa.dc.faa
SRX802202.55.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	385878	15274	38587.8	79261	40807	410	118354	43	288.7	1908	SRX802202.55.dc.fa	SRX802202.55	SRX802202.55.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.55.fa.dc.faa
SRX802202.63.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	352139	10029	39126.6	78110	60229	350	104437	22	298.4	1941	SRX802202.63.dc.fa	SRX802202.63	SRX802202.63.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.63.fa.dc.faa
SRX802202.64.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	5	395038	24495	79007.6	177045	103564	413	120512	35	291.8	2534	SRX802202.64.dc.fa	SRX802202.64	SRX802202.64.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.64.fa.dc.faa
SRX802202.75.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	20	295909	10084	14795.5	29609	14487	304	91253	32	300.2	2020	SRX802202.75.dc.fa	SRX802202.75	SRX802202.75.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.75.fa.dc.faa
SRX802963.107.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	380378	10259	21132.1	52498	29295	371	117976	25	318.0	2277	SRX802963.107.dc.fa	SRX802963.107	SRX802963.107.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802963.107.fa.dc.faa
SRX802963.116.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	153089	10187	15308.9	21781	15805	150	47112	46	314.1	1906	SRX802963.116.dc.fa	SRX802963.116	SRX802963.116.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802963.116.fa.dc.faa
SRX803008.123.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	278837	10067	25348.8	68140	50138	297	86740	22	292.1	1967	SRX803008.123.dc.fa	SRX803008.123	SRX803008.123.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX803008.123.fa.dc.faa
SRX803008.24.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	364292	12306	24286.1	64448	23536	388	111804	26	288.2	1979	SRX803008.24.dc.fa	SRX803008.24	SRX803008.24.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX803008.24.fa.dc.faa
SRX802076.48.dc.fa	Mimiviridae	Mimiviridae_clade_10	MM10	Marine	30	893420	10033	29780.7	76908	35172	790	251401	20	318.2	3535	SRX802076.48.dc.fa	SRX802076.48	SRX802076.48.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802076.48.fa.dc.faa
